2 2 1 1 2 2 2 1 1 1 1 2 2 1 2 2 1 1 2 2 2 2 2 1 1 2 2 1 2 1 2 2 1 2 2 1 2 1 2 2 1 2 110 1 0 0 0 0
2 1 1 1 1 1 2 2 2 2 2 1 2 2 2 2 1 1 2 2 2 2 2 1 2 1 2 1 2 2 2 2 1 2 2 1 1 2 1 2 2 2 67 1 0 0 0 0
2 1 1 2 1 2 1 1 1 2 1 1 2 2 1 1 1 2 1 2 2 1 2 2 2 1 2 2 2 1 1 1 2 2 2 1 2 1 1 1 1 2 55 1 0 0 0 0
2 1 2 1 2 1 2 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 2 1 2 1 1 1 1 2 1 2 1 2 1 2 1 1 2 3 2 2 70 1 0 0 0 0
1 2 2 2 2 1 2 1 2 1 2 2 2 2 2 1 1 2 2 1 2 1 2 1 2 2 2 1 2 1 1 2 2 1 1 2 2 1 1 2 2 1 58 1 0 0 0 0
2 2 2 1 1 1 1 1 2 1 1 2 1 1 1 2 1 1 2 1 2 2 2 2 1 2 2 2 2 2 2 1 1 1 1 1 2 2 2 1 1 1 31 1 0 0 0 0
2 2 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 1 1 2 1 1 1 1 2 2 2 1 1 1 2 1 2 1 51 1 0 0 0 0
1 2 2 1 2 1 2 1 2 1 1 1 1 1 1 2 1 2 2 2 2 1 2 2 2 2 1 2 1 2 2 1 2 1 2 2 1 1 2 1 2 2 7 1 0 0 0 0
1 1 1 2 1 1 2 1 2 1 2 2 2 1 1 1 1 2 1 2 1 1 1 1 1 2 1 2 1 2 2 1 2 2 1 1 1 1 1 3 1 2 93 1 0 0 0 0
2 1 2 2 1 2 1 1 1 1 1 2 1 1 2 1 1 2 2 2 2 1 2 2 2 1 2 1 1 1 1 1 1 2 2 1 2 2 2 4 2 2 7 1 0 0 0 0
2 1 2 2 1 2 1 1 2 1 1 2 2 2 2 1 1 2 2 1 2 1 1 1 1 1 2 2 2 1 2 2 1 2 1 2 1 1 2 2 2 2 8 1 0 0 0 0
1 2 1 1 1 2 1 2 1 1 1 2 1 1 1 2 1 1 2 1 2 2 2 2 2 1 1 2 1 1 2 1 2 2 1 1 2 2 2 4 2 2 37 1 0 0 0 0
1 1 1 1 1 1 1 2 2 2 1 1 2 1 2 2 2 2 1 1 1 2 1 2 2 1 2 1 1 2 2 2 1 1 1 1 2 1 2 1 1 2 9 1 0 0 0 0
2 1 2 2 2 1 1 1 1 2 1 2 1 1 1 2 1 1 1 1 1 2 2 2 2 2 1 2 2 1 2 2 2 1 1 2 1 1 2 4 2 1 7 1 0 0 0 0
1 2 1 2 2 1 2 1 1 2 1 2 1 2 1 2 1 2 1 2 2 1 1 1 1 2 2 2 2 1 1 2 1 2 2 1 2 1 1 3 1 2 7 1 0 0 0 0
1 1 1 1 1 1 2 1 2 1 2 1 2 1 2 1 1 2 2 2 2 1 2 2 1 1 1 1 1 2 1 2 1 1 1 2 1 2 1 3 2 2 38 1 0 0 0 0
1 2 2 1 1 1 2 2 2 1 1 2 2 1 1 1 1 2 2 2 2 1 2 1 2 2 2 1 1 1 1 1 1 2 2 2 1 2 2 1 2 1 61 1 0 0 0 0
2 2 2 2 2 1 2 2 2 1 2 1 2 2 1 1 1 1 2 2 2 2 2 2 2 1 1 2 1 1 2 1 2 1 2 1 1 2 1 2 1 1 101 1 0 0 0 0
1 1 2 2 2 2 2 2 2 2 1 1 2 2 2 2 1 1 1 1 2 1 2 2 2 2 2 2 2 1 2 2 2 1 1 2 2 1 1 1 1 2 85 1 0 0 0 0
1 1 1 1 2 2 2 1 2 1 1 2 1 2 2 1 1 2 2 1 2 1 1 1 2 1 1 1 1 1 1 1 2 2 2 1 2 2 2 1 2 1 105 1 0 0 0 0
1 1 1 1 2 1 1 1 2 2 1 2 2 2 1 1 1 2 2 2 2 2 1 1 1 2 1 2 2 2 2 2 2 2 2 2 1 1 1 4 1 2 64 1 0 0 0 0
2 1 2 1 1 1 1 2 2 2 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 2 2 2 2 1 2 2 2 2 2 2 2 1 2 4 2 2 95 1 0 0 0 0
1 1 1 2 1 2 1 2 1 2 1 1 1 1 2 2 1 1 2 2 1 2 2 1 1 1 2 1 1 1 1 2 1 2 1 2 2 1 1 3 2 2 9 1 0 0 0 0
1 1 1 1 1 1 1 2 1 1 1 1 2 1 2 2 1 1 2 2 1 1 2 1 1 2 1 1 1 2 1 2 2 1 1 2 2 1 2 4 2 2 110 1 0 0 0 0
1 2 1 2 1 2 1 1 2 2 1 1 2 1 2 2 1 2 2 1 1 2 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 2 4 2 1 99 1 0 0 0 0
2 1 2 2 2 2 1 2 1 1 1 2 2 1 1 2 2 1 1 2 1 2 1 2 1 2 2 2 1 2 2 2 2 2 1 1 2 2 2 2 2 1 5 1 0 0 0 0
1 1 1 1 1 2 2 1 2 1 2 2 1 2 1 1 1 1 2 1 2 1 1 2 1 2 1 2 2 1 2 1 2 2 2 1 1 2 1 4 1 1 69 1 0 0 0 0
2 1 2 2 2 2 2 2 2 1 1 1 2 1 1 1 1 2 2 1 2 2 2 1 1 2 2 1 1 2 1 2 1 2 2 2 1 1 1 2 1 2 15 1 0 0 0 0
1 2 1 2 1 2 1 2 1 2 1 1 1 1 1 2 1 1 1 1 2 1 2 1 2 2 1 2 2 2 1 2 2 2 1 1 1 1 1 4 2 1 45 1 0 0 0 0
2 2 2 2 2 2 1 1 2 2 2 2 1 1 2 2 1 1 1 1 1 1 2 2 2 1 1 1 1 2 2 1 2 1 1 2 1 1 1 4 1 2 58 1 0 0 0 0
1 2 1 2 2 1 2 1 1 1 2 2 2 1 2 1 1 2 2 1 1 1 2 1 2 1 2 2 2 2 1 1 2 1 2 2 2 2 1 4 1 2 14 1 0 0 0 0
1 2 2 2 1 1 2 2 2 1 1 2 2 2 1 1 1 2 2 1 1 1 1 1 1 2 1 1 2 2 2 1 2 2 1 2 2 1 2 3 1 2 68 1 0 0 0 0
2 2 1 1 1 2 1 2 1 1 2 2 1 1 2 1 1 1 2 1 2 2 2 2 2 1 2 2 1 1 2 1 2 1 2 2 1 1 1 2 2 1 24 1 0 0 0 0
1 1 1 1 2 1 2 1 1 2 1 1 2 2 1 1 1 1 2 1 1 2 1 2 1 1 1 2 2 2 2 1 2 1 2 2 2 1 2 2 1 1 65 1 0 0 0 0
1 2 2 1 1 1 1 2 1 2 1 2 2 1 2 2 1 1 2 1 2 1 1 1 1 2 1 1 1 1 2 2 1 2 2 2 1 2 1 1 1 2 29 1 0 0 0 0
1 1 1 1 2 1 2 1 1 2 1 2 2 1 1 2 1 2 2 2 2 2 1 2 2 1 1 2 1 2 1 1 1 2 1 2 2 1 1 2 1 2 72 1 0 0 0 0
1 2 1 1 2 1 1 2 1 1 1 1 2 2 1 1 1 1 2 1 2 1 2 1 1 1 2 2 1 2 2 2 1 2 1 2 1 1 2 2 2 2 72 1 0 0 0 0
1 2 1 1 2 2 2 2 1 1 2 2 2 2 1 1 1 2 2 2 1 2 2 1 2 2 1 1 2 1 2 1 2 1 2 1 1 1 1 3 2 1 59 1 0 0 0 0
2 2 1 1 1 1 2 2 2 1 1 2 2 1 1 1 1 2 2 2 2 2 2 2 2 1 2 1 1 1 1 2 1 1 2 2 1 2 2 1 2 1 24 1 0 0 0 0
1 2 1 1 1 2 1 2 1 2 1 1 2 2 2 1 1 2 2 2 2 1 1 1 1 2 1 1 1 1 2 1 2 1 2 1 2 2 2 1 1 1 18 1 0 0 0 0
2 1 1 1 2 1 2 1 1 2 1 1 1 2 1 1 1 2 2 1 1 1 2 2 2 2 1 1 1 2 1 1 1 1 1 1 2 2 2 4 2 2 60 1 0 0 0 0
2 2 2 1 2 2 2 1 1 1 1 2 1 2 1 1 1 1 2 2 2 1 1 2 2 2 1 2 1 2 2 2 1 2 2 1 2 1 2 3 1 2 100 1 0 0 0 0
1 2 1 1 2 2 1 1 2 1 1 2 1 1 2 1 1 1 2 2 1 2 1 1 1 1 2 1 1 2 1 2 2 2 1 1 1 2 2 3 1 2 28 1 0 0 0 0
2 1 1 2 2 2 2 2 2 1 2 1 2 1 2 2 1 2 2 2 1 2 2 1 2 2 1 2 1 2 1 2 1 2 2 2 2 2 1 1 2 1 73 1 0 0 0 0
1 2 2 2 1 2 2 1 2 2 1 2 2 2 2 2 1 1 1 2 2 1 2 1 2 1 1 2 1 1 1 1 2 2 2 2 1 1 2 1 1 2 64 1 0 0 0 0
2 1 1 2 2 1 1 1 1 2 1 2 2 2 1 2 1 2 2 1 1 1 2 1 1 1 1 2 1 1 2 2 1 2 2 2 2 2 2 1 2 2 81 1 0 0 0 0
2 1 2 2 1 1 1 2 2 1 1 2 1 1 1 2 1 2 1 1 2 1 2 2 2 2 1 2 1 1 2 1 2 1 1 1 2 1 2 1 1 2 4 1 0 0 0 0
1 2 1 1 2 2 1 1 1 2 1 2 1 2 2 2 1 2 2 1 2 2 2 1 2 2 2 2 2 1 2 1 2 2 2 2 2 1 2 3 1 1 79 1 0 0 0 0
1 1 1 2 2 2 1 2 1 2 1 1 2 1 2 2 1 2 2 2 1 1 1 1 2 2 1 1 1 1 1 1 2 1 1 2 2 1 2 4 1 1 66 1 0 0 0 0
1 2 2 2 2 2 2 2 1 1 1 2 2 2 2 2 1 1 1 1 2 2 2 1 1 1 2 1 2 1 2 2 1 1 1 2 2 1 1 4 2 1 74 1 0 0 0 0
2 1 2 2 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 2 1 2 1 1 2 2 1 1 2 2 1 1 1 2 1 2 1 2 2 4 1 2 23 1 0 0 0 0
2 2 2 2 2 2 1 2 2 2 2 1 1 1 1 2 1 1 2 1 1 1 2 1 1 2 1 2 1 1 2 2 1 1 1 1 2 1 1 4 1 2 72 1 0 0 0 0
1 1 1 1 2 2 2 1 2 2 1 1 2 1 2 1 1 1 2 1 2 1 2 1 2 2 2 2 2 2 1 1 1 2 1 2 2 1 2 4 1 2 63 1 0 0 0 0
2 1 1 2 2 2 1 2 2 1 1 2 1 1 2 1 1 1 2 2 1 1 1 1 1 1 1 2 1 2 2 2 2 2 2 2 2 1 1 4 2 1 62 1 0 0 0 0
1 2 2 1 2 1 1 1 2 1 1 1 1 2 2 2 1 1 2 1 2 2 2 1 1 2 2 1 1 1 1 2 1 1 2 2 2 1 2 2 1 1 68 1 0 0 0 0
2 2 2 2 1 2 1 1 2 1 1 2 1 2 2 1 1 2 2 2 1 1 1 1 2 2 1 2 2 2 1 1 1 1 1 2 1 2 2 2 2 2 47 1 0 0 0 0
1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 2 1 1 2 2 1 2 2 1 1 2 2 1 2 2 2 1 1 1 1 1 1 1 2 3 2 2 74 1 0 0 0 0
2 2 2 2 1 2 2 2 2 1 1 1 2 1 1 1 1 2 2 1 2 2 2 1 1 2 2 2 1 1 1 2 2 1 1 2 2 1 2 1 2 1 89 1 0 0 0 0
2 1 1 1 2 2 1 1 2 2 1 1 1 1 2 2 1 1 2 2 2 1 1 1 1 2 2 2 1 1 1 2 2 1 1 1 1 2 2 3 2 1 34 1 0 0 0 0
1 1 2 1 1 2 2 2 2 2 1 1 2 1 1 1 1 1 2 2 2 2 1 2 1 2 2 2 2 2 2 1 1 1 2 2 2 1 2 1 1 2 24 1 0 0 0 0
1 1 2 1 2 1 1 1 1 1 2 2 2 2 2 1 1 1 2 1 1 2 2 1 1 2 2 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 21 1 0 0 0 0
2 2 2 1 1 1 2 1 2 2 2 2 2 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 2 1 1 2 1 2 2 2 1 2 1 2 1 2 103 1 0 0 0 0
2 1 2 2 1 2 2 2 1 1 1 2 1 1 1 2 1 1 2 2 2 2 1 1 1 2 2 2 2 2 2 2 1 1 2 1 1 1 2 4 2 1 47 1 0 0 0 0
1 1 1 2 1 1 1 1 1 1 1 1 2 2 2 1 1 1 2 2 1 2 2 2 2 2 2 2 1 2 2 2 1 1 1 2 2 1 1 1 2 1 63 1 0 0 0 0
1 1 1 2 1 1 1 1 2 1 1 2 1 2 1 2 1 1 2 2 2 1 1 1 2 2 1 1 2 1 1 2 2 1 2 2 1 1 2 3 1 1 14 1 0 0 0 0
2 2 1 1 2 2 2 2 1 1 1 2 2 2 1 2 1 1 1 2 2 2 1 1 2 1 2 1 2 2 1 2 1 2 2 2 1 1 1 1 2 1 10 1 0 0 0 0
2 2 1 1 2 2 1 1 1 1 1 2 2 1 2 1 1 2 1 1 1 2 2 2 1 1 1 1 1 2 2 1 1 1 1 1 1 2 2 2 2 2 1 1 0 0 0 0
1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 2 1 1 1 2 2 2 1 2 2 1 1 1 1 1 1 1 2 2 1 1 2 1 1 29 1 0 0 0 0
2 2 2 2 1 1 2 1 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 1 1 2 2 2 1 2 1 1 2 1 1 1 2 2 4 1 1 90 1 0 0 0 0
1 2 2 1 2 2 1 2 1 2 2 1 2 2 1 1 1 2 2 1 1 2 1 1 1 1 2 2 1 2 1 2 1 1 2 1 2 2 1 2 1 2 52 1 0 0 0 0
1 1 2 2 2 1 2 1 2 2 1 2 2 1 1 1 1 1 2 2 2 1 2 2 2 1 2 2 1 1 2 2 2 2 2 2 1 1 2 4 1 1 80 1 0 0 0 0
2 2 2 2 1 2 2 2 1 1 1 2 2 2 1 2 1 1 2 2 2 2 1 2 2 2 2 2 1 2 1 2 2 2 1 2 2 1 2 4 1 2 50 1 0 0 0 0
1 2 1 1 2 1 1 2 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 2 2 1 2 3 2 2 13 1 0 0 0 0
1 1 2 1 1 1 1 2 2 1 1 1 2 1 2 1 1 2 2 1 1 2 2 2 1 2 2 1 2 1 2 1 2 1 1 1 2 2 2 1 2 1 88 1 0 0 0 0
1 1 1 2 1 1 2 2 2 2 1 1 1 2 2 2 1 2 2 1 1 2 1 2 2 1 2 2 1 1 2 2 2 2 1 2 1 2 1 4 2 2 27 1 0 0 0 0
1 2 1 2 2 2 2 2 2 1 1 2 1 1 1 1 1 2 2 2 1 1 1 2 1 2 1 2 2 1 2 2 2 2 1 1 2 1 2 2 2 2 109 1 0 0 0 0
1 1 2 1 1 2 2 1 2 1 2 1 2 2 2 2 1 1 2 1 2 1 1 1 2 1 2 1 1 1 1 1 1 2 2 1 2 1 1 1 1 2 92 1 0 0 0 0
2 1 1 1 2 1 1 1 1 2 1 1 1 1 2 2 1 1 2 1 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 1 2 2 2 2 1 2 72 1 0 0 0 0
1 1 2 2 2 2 1 2 2 2 1 1 1 1 2 2 1 2 2 2 1 2 1 1 1 2 1 2 1 2 1 1 2 2 2 1 2 2 2 3 1 2 89 1 0 0 0 0
1 1 2 2 2 2 1 2 2 2 1 1 2 2 1 2 1 1 1 2 1 1 1 2 1 2 1 1 1 1 2 2 1 2 1 2 2 2 2 1 2 2 38 1 0 0 0 0
2 1 1 1 2 1 2 2 2 1 1 1 1 1 1 1 1 1 2 2 2 1 2 1 2 1 1 2 1 1 2 2 2 2 1 2 2 1 2 3 2 1 54 1 0 0 0 0
1 2 1 2 1 2 2 2 2 1 2 2 1 1 2 2 1 2 2 2 1 2 2 1 2 1 2 1 1 2 2 2 1 2 2 2 1 1 1 1 2 1 53 1 0 0 0 0
1 2 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 2 2 1 2 2 1 1 1 2 2 1 2 2 1 2 2 49 1 0 0 0 0
2 2 2 1 1 1 2 1 2 1 2 2 2 1 1 2 1 2 1 2 2 2 1 2 1 1 1 2 1 1 1 2 2 2 2 2 2 2 1 1 2 1 31 1 0 0 0 0
2 2 1 1 1 1 2 1 2 2 1 2 2 2 1 1 1 2 2 1 2 1 2 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2 2 2 2 37 1 0 0 0 0
1 2 1 2 1 2 1 1 2 2 1 2 2 2 2 1 1 1 2 2 1 1 1 2 1 2 1 2 1 1 1 1 2 2 1 2 2 1 2 3 1 1 103 1 0 0 0 0
2 2 1 2 2 1 1 1 1 2 1 2 2 2 2 2 1 1 1 2 2 1 1 2 1 2 2 2 1 1 1 1 1 1 1 2 2 1 1 2 1 2 92 1 0 0 0 0
2 1 1 2 1 2 2 2 2 1 1 1 2 1 2 2 1 2 2 2 1 2 1 1 2 2 1 1 2 2 2 2 2 2 1 1 2 2 1 4 2 1 48 1 0 0 0 0
2 1 1 2 2 1 2 2 2 2 1 1 1 1 1 1 2 1 1 1 2 2 1 2 2 1 1 1 2 2 2 2 2 1 2 2 1 2 2 3 1 1 4 1 0 0 0 0
1 1 2 1 2 1 2 2 1 2 1 2 2 2 2 1 1 2 1 1 2 1 1 2 2 1 1 2 2 2 1 1 1 2 1 1 1 1 2 4 2 2 83 1 0 0 0 0
1 1 1 2 1 2 1 2 1 2 1 2 1 1 2 2 1 2 2 2 1 2 2 1 2 2 2 2 1 1 1 2 1 1 2 2 1 1 2 1 2 2 63 1 0 0 0 0
2 2 1 2 2 1 2 1 2 2 1 1 2 1 1 2 1 2 1 2 1 2 2 2 1 1 1 1 1 2 2 1 1 2 1 2 2 2 2 4 2 2 43 1 0 0 0 0
2 1 1 1 1 1 1 2 1 2 1 2 1 1 2 1 1 1 2 2 1 2 1 2 2 1 1 1 2 1 1 2 2 1 1 1 2 2 2 3 1 1 88 1 0 0 0 0
2 1 1 1 1 1 1 1 2 2 2 1 2 1 2 2 1 2 2 1 2 2 1 1 1 1 1 2 2 2 2 1 2 2 1 2 1 1 1 2 2 2 94 1 0 0 0 0
1 1 1 2 1 2 2 1 1 2 1 2 1 2 2 1 2 1 1 1 2 1 2 1 1 2 2 2 2 1 1 1 1 2 1 2 2 1 2 2 2 1 7 1 0 0 0 0
1 1 1 1 1 1 2 1 1 2 1 1 1 2 2 2 1 1 2 1 1 1 2 1 1 2 2 2 2 2 1 2 2 1 1 1 2 1 2 4 2 2 18 1 0 0 0 0
2 2 2 2 2 2 2 1 1 1 2 2 2 2 1 2 1 1 2 1 1 2 2 2 1 2 1 2 1 1 2 2 1 2 1 2 2 2 1 3 2 1 57 1 0 0 0 0
2 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 2 1 2 2 2 2 2 1 2 2 2 1 1 1 2 1 2 1 1 2 1 1 2 2 63 1 0 0 0 0
1 1 2 2 1 2 1 1 2 2 1 2 2 1 1 2 1 1 1 1 1 2 2 1 1 1 2 1 1 1 2 2 2 2 2 2 1 1 2 1 2 2 72 1 0 0 0 0
2 2 1 2 1 2 1 2 2 2 2 2 2 1 1 2 1 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2 1 2 2 2 1 2 1 4 2 1 34 1 0 0 0 0
2 1 1 1 1 2 2 1 1 2 1 1 2 1 1 1 1 2 2 1 2 2 1 1 2 2 1 1 2 1 2 1 1 2 2 1 1 1 1 3 2 2 95 1 0 0 0 0
1 1 2 2 1 1 2 1 2 2 1 1 2 1 2 1 1 1 2 1 1 2 2 1 2 1 1 2 2 1 2 2 2 2 2 2 1 1 2 4 2 1 55 1 0 0 0 0
2 1 2 2 1 1 2 2 1 1 2 2 1 1 1 1 1 1 2 2 1 2 1 2 2 2 2 1 1 1 1 2 1 1 2 2 1 1 1 2 2 2 94 1 0 0 0 0
1 1 1 1 2 1 1 2 2 2 2 2 2 1 1 1 1 2 1 1 1 2 1 1 2 1 1 1 1 2 1 1 2 2 2 2 2 1 1 3 2 2 51 1 0 0 0 0
2 1 1 2 2 1 2 1 1 2 1 2 2 1 2 1 1 2 1 2 1 2 1 1 2 1 2 1 2 1 2 2 1 2 2 1 2 2 2 3 2 2 25 1 0 0 0 0
1 1 2 2 1 1 1 1 2 1 1 1 1 2 2 1 1 1 2 2 1 1 2 2 1 2 1 2 1 1 2 1 1 1 1 1 2 2 2 3 2 2 72 1 0 0 0 0
2 1 2 2 2 2 1 2 2 1 1 1 1 2 1 2 1 1 1 1 1 1 1 2 1 2 1 2 1 1 1 2 2 1 2 1 1 2 2 2 2 2 97 1 0 0 0 0
2 2 2 2 1 1 2 1 1 1 1 2 2 1 1 1 1 1 1 1 2 2 1 1 2 2 2 1 1 2 1 1 2 2 1 1 2 2 1 2 2 2 104 1 0 0 0 0
2 1 1 2 1 1 2 1 2 2 1 1 1 1 2 2 1 2 2 1 1 1 2 1 2 1 2 2 2 1 1 1 1 1 1 1 1 1 2 3 2 2 38 1 0 0 0 0
1 1 2 2 1 1 2 2 1 1 2 2 1 2 1 2 1 2 2 1 1 2 1 2 1 1 1 1 1 1 1 1 1 2 2 1 2 2 1 3 2 1 62 1 0 0 0 0
2 2 1 2 2 2 1 1 1 2 2 2 1 2 1 2 1 2 1 1 1 2 2 1 2 1 2 2 1 1 2 1 1 2 2 1 2 1 1 1 1 2 37 1 0 0 0 0
2 2 2 1 2 1 2 1 1 1 1 1 1 2 1 1 1 1 2 2 1 2 2 1 2 1 2 1 1 2 1 1 2 2 2 1 1 2 2 2 2 2 104 1 0 0 0 0
2 1 2 1 2 2 1 1 1 2 2 1 1 2 2 1 1 2 2 2 2 2 1 1 1 1 2 2 2 1 1 2 2 1 2 2 2 2 1 4 2 2 85 1 0 0 0 0
2 1 2 2 2 1 2 1 1 2 1 2 2 1 2 2 1 1 1 2 2 1 2 1 1 1 2 1 2 2 2 1 2 2 1 2 1 2 1 2 1 1 16 1 0 0 0 0
2 2 2 2 1 2 2 2 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 2 2 1 2 1 1 2 1 1 2 2 1 1 2 4 1 2 91 1 0 0 0 0
1 2 1 2 1 1 2 2 1 1 1 2 1 1 1 2 1 1 2 2 1 1 2 2 1 1 2 1 2 2 1 1 1 1 2 1 2 1 1 2 2 1 21 1 0 0 0 0
1 2 1 1 2 2 1 2 1 2 2 2 2 2 2 2 1 2 2 1 1 2 2 1 2 1 1 2 1 2 1 2 2 2 1 2 2 2 1 1 1 2 44 1 0 0 0 0
2 2 2 2 2 1 1 2 2 2 1 1 1 2 2 2 1 1 2 1 1 2 1 2 1 2 2 2 2 1 1 1 1 1 1 2 1 2 1 2 1 2 80 1 0 0 0 0
1 2 1 1 1 1 1 1 2 2 2 2 1 2 2 2 1 1 2 1 1 1 2 2 1 1 2 1 2 1 2 2 1 1 2 2 1 2 1 4 1 2 60 1 0 0 0 0
